id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
bitcoin,btc,Bitcoin,https://assets.coingecko.com/coins/images/1/large/bitcoin.png?1547033579,26011.0,506104319424,1,546005995576.0,14743397684.0,26155.0,25575.0,-13.643032332882285,-0.05242,-784891265.6782227,-0.15484,19465337.0,21000000.0,21000000.0,69045.0,-62.31022,2021-11-10T14:24:11.849Z,67.81,38276.64964,2013-07-06T00:00:00.000Z,,2023-08-23T03:38:42.722Z
ethereum,eth,Ethereum,https://assets.coingecko.com/coins/images/279/large/ethereum.png?1595348880,1632.77,196246298592,2,196246298592.0,10063797853.0,1666.86,1597.41,-29.568266149449528,-1.77871,-3796992795.244446,-1.89809,120214313.222187,120214313.222187,,4878.26,-66.50265,2021-11-10T14:24:19.604Z,0.432979,377305.94669,2015-10-20T00:00:00.000Z,"{'times': 82.94548390418198, 'currency': 'btc', 'percentage': 8294.548390418198}",2023-08-23T03:38:36.724Z
tether,usdt,Tether,https://assets.coingecko.com/coins/images/325/large/Tether.png?1668148663,0.999323,82811304725,3,82811304725.0,14579355185.0,1.004,0.996619,-0.000167778279027253,-0.01679,-22391783.16194153,-0.02703,82853331627.822,82853331627.822,,1.32,-24.46472,2018-07-24T00:00:00.000Z,0.572521,74.56193,2015-03-02T00:00:00.000Z,,2023-08-23T03:35:02.596Z
binancecoin,bnb,BNB,https://assets.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1644979850,212.75,32766584431,4,42593792228.0,820849807.0,214.43,204.21,2.91,1.38891,472135504.0,1.46197,153856150.0,153856150.0,200000000.0,686.31,-68.92632,2021-05-10T07:24:17.097Z,0.0398177,535492.71431,2017-10-19T00:00:00.000Z,,2023-08-23T03:38:35.065Z
ripple,xrp,XRP,https://assets.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1605778731,0.520072,27501198587,5,52044334153.0,1136012950.0,0.522798,0.50713,-0.000442116465386611,-0.08494,-61863651.43098068,-0.22444,52841868447.0,99988501123.0,100000000000.0,3.4,-84.66936,2018-01-07T00:00:00.000Z,0.00268621,19295.52983,2014-05-22T00:00:00.000Z,,2023-08-23T03:38:41.038Z
usd-coin,usdc,USD Coin,https://assets.coingecko.com/coins/images/6319/large/USD_Coin_icon.png?1547042389,0.999742,25919893573,6,25924904966.0,4818378638.0,1.005,0.997146,-0.000157968025281674,-0.0158,-56736842.77722168,-0.21841,25930730361.4821,25935743849.969,,1.17,-14.75701,2019-05-08T00:40:28.300Z,0.877647,13.90117,2023-03-11T08:02:13.981Z,,2023-08-23T03:38:44.148Z
staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,1631.29,13578523458,7,13578523458.0,52780236.0,1667.91,1601.73,-32.359734558273885,-1.94511,-206677022.53742027,-1.49927,8328983.82438051,8328983.82438051,8328983.82438051,4829.57,-66.18966,2021-11-10T14:40:47.256Z,482.9,238.146,2020-12-22T04:08:21.854Z,,2023-08-23T03:38:44.397Z
cardano,ada,Cardano,https://assets.coingecko.com/coins/images/975/large/cardano.png?1547034860,0.258709,9066182280,8,11641545444.0,200625216.0,0.261727,0.250525,-0.002485760109215696,-0.95169,-106019566.74659348,-1.15588,35045020830.3234,45000000000.0,45000000000.0,3.09,-91.61508,2021-09-02T06:00:10.474Z,0.01925275,1244.40593,2020-03-13T02:22:55.044Z,,2023-08-23T03:38:37.554Z
dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.062733,8833391660,9,8833386637.0,318849902.0,0.063199,0.0605,0.00022378,0.358,30799565.0,0.34989,140702236383.705,140702156383.705,,0.731578,-91.40923,2021-05-08T05:08:23.458Z,8.69e-05,72219.30702,2015-05-06T00:00:00.000Z,,2023-08-23T03:38:36.523Z
solana,sol,Solana,https://assets.coingecko.com/coins/images/4128/large/solana.png?1640133422,20.64,8410138907,10,11459874315.0,442733257.0,21.19,19.66,-0.41434424726081076,-1.96777,-193728458.93599796,-2.25164,407773135.571352,555642294.90205,,259.96,-92.05055,2021-11-06T21:54:35.825Z,0.500801,4026.45307,2020-05-11T19:35:23.449Z,,2023-08-23T03:38:35.665Z
tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.076091,6795545741,11,6795549271.0,195114119.0,0.076143,0.074463,0.00116918,1.56054,95301664.0,1.42236,89401256807.612,89401303247.1833,,0.231673,-67.18055,2018-01-05T00:00:00.000Z,0.00180434,4113.93179,2017-11-12T00:00:00.000Z,"{'times': 39.04765062205803, 'currency': 'usd', 'percentage': 3904.7650622058027}",2023-08-23T03:38:42.383Z
polkadot,dot,Polkadot,https://assets.coingecko.com/coins/images/12171/large/polkadot.png?1639712644,4.4,5576454379,12,5932740628.0,119750458.0,4.44,4.24,-0.018760643389307496,-0.42426,-29938019.83123684,-0.534,1266984475.78806,1347933608.70282,,54.98,-91.9865,2021-11-04T14:10:09.301Z,2.7,63.33529,2020-08-20T05:48:11.359Z,,2023-08-23T03:38:38.701Z
matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,0.548369,5100290243,13,5472726188.0,329158623.0,0.552869,0.529131,-0.003375525550833314,-0.61179,-58826574.89234066,-1.14025,9319469069.28493,10000000000.0,10000000000.0,2.92,-81.22597,2021-12-27T02:08:34.307Z,0.00314376,17315.45716,2019-05-10T00:00:00.000Z,"{'times': 207.50541467998977, 'currency': 'usd', 'percentage': 20750.541467998977}",2023-08-23T03:38:34.759Z
the-open-network,ton,Toncoin,https://assets.coingecko.com/coins/images/17980/large/ton_symbol.png?1670498136,1.4,4808478255,14,7120148437.0,26015849.0,1.41,1.34,0.04973798,3.6874,170215702.0,3.66982,3439076840.76433,5092408927.53341,,5.29,-73.57251,2021-11-12T06:50:02.476Z,0.519364,169.21869,2021-09-21T00:33:11.092Z,,2023-08-23T03:38:37.581Z
shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,8.14e-06,4796410559,15,8138594289.0,178512225.0,8.17e-06,7.71e-06,2.46394e-07,3.1206,136413797.0,2.92734,589332624479530.2,999985108198272.0,,8.616e-05,-90.52606,2021-10-28T03:54:55.568Z,5.6366e-11,14481287.3964,2020-11-28T11:26:25.838Z,,2023-08-23T03:38:37.801Z
litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,64.81,4768841160,16,5444828664.0,531792746.0,66.54,63.01,-1.6923838825629645,-2.54498,-129710175.26567745,-2.64793,73571214.4834713,84000000.0,84000000.0,410.26,-84.18299,2021-05-10T03:13:07.904Z,1.15,5548.36562,2015-01-14T00:00:00.000Z,,2023-08-23T03:38:38.195Z
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,25991.0,4220151262,17,4220151262.0,98291627.0,26150.0,25602.0,-82.73051623605716,-0.31729,-9860235.492134094,-0.2331,162305.25767567,162305.25767567,162305.25767567,70643.0,-63.16667,2021-11-10T14:40:19.650Z,3139.17,728.89071,2019-04-02T00:00:00.000Z,,2023-08-23T03:38:38.407Z
dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/Badge_Dai.png?1687143508,1.0,3962524920,18,3962524920.0,151497642.0,1.003,0.997774,0.00061292,0.06132,4759892.0,0.12027,3963037941.20088,3963037941.20088,,1.22,-17.92507,2020-03-13T03:02:50.373Z,0.88196,13.43333,2023-03-11T07:50:50.514Z,,2023-08-23T03:35:02.469Z
bitcoin-cash,bch,Bitcoin Cash,https://assets.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1594689492,187.08,3645900669,19,3929639363.0,136288804.0,187.85,180.73,2.4,1.30139,42264373.0,1.17283,19483699.8966508,21000000.0,21000000.0,3785.82,-95.05075,2017-12-20T00:00:00.000Z,76.93,143.54341,2018-12-16T00:00:00.000Z,,2023-08-23T03:38:42.865Z
leo-token,leo,LEO Token,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1558326215,3.85,3579904808,20,3794456992.0,179738.0,3.85,3.73,0.03340428,0.87477,64442222.0,1.83311,929530534.9,985239504.0,,8.14,-52.6617,2022-02-08T17:40:10.285Z,0.799859,381.47642,2019-12-24T15:14:35.376Z,,2023-08-23T03:38:39.598Z
uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uni.jpg?1687143398,4.68,3524680410,21,4676089518.0,128468775.0,4.76,4.51,-0.049326533714370235,-1.04387,-41609936.98604393,-1.16676,753766667.0,1000000000.0,1000000000.0,44.92,-89.58702,2021-05-03T05:25:04.822Z,1.03,354.03244,2020-09-17T01:20:38.214Z,,2023-08-23T03:38:38.181Z
avalanche-2,avax,Avalanche,https://assets.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1670992574,10.11,3476328725,22,7274424807.0,138862371.0,10.32,9.77,-0.17786059756003958,-1.72915,-71822173.76794004,-2.02421,344076232.609468,430795682.609468,720000000.0,144.96,-93.02982,2021-11-21T14:18:56.538Z,2.8,260.72226,2020-12-31T13:15:21.540Z,,2023-08-23T03:38:35.024Z
stellar,xlm,Stellar,https://assets.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1552356157,0.12056,3305339983,23,6033920435.0,88844753.0,0.124315,0.11761,-0.003436318611749437,-2.77131,-99002222.49246883,-2.90812,27390634059.812,50001787237.4735,50001787237.4735,0.875563,-86.19084,2018-01-03T00:00:00.000Z,0.00047612,25294.23251,2015-03-05T00:00:00.000Z,,2023-08-23T03:38:41.818Z
chainlink,link,Chainlink,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1547034700,6.13,3297992057,24,6128957876.0,219592824.0,6.24,5.91,-0.015276656793174585,-0.24867,-14021584.94663477,-0.42336,538099971.2305644,1000000000.0,1000000000.0,52.7,-88.35143,2021-05-10T00:13:57.214Z,0.148183,4042.44084,2017-11-29T00:00:00.000Z,,2023-08-23T03:38:37.522Z
binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,0.999425,3193828453,25,3193828453.0,2490515554.0,1.011,0.994631,-0.000447597909397968,-0.04477,-21455334.807120323,-0.66729,3196632567.97,3196632567.97,,1.15,-13.34793,2020-03-13T02:35:42.953Z,0.901127,10.98785,2021-05-19T13:04:37.445Z,,2023-08-23T03:38:35.699Z
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,0.999412,2748156211,26,2748156211.0,2294326157.0,1.004,0.986871,6.164e-05,0.00617,-4711955.925524235,-0.17117,2754461423.8,2754461423.8,,1.62,-38.30526,2018-08-26T20:41:09.375Z,0.88355,13.01424,2020-03-12T10:47:51.380Z,,2023-08-23T03:38:39.939Z
monero,xmr,Monero,https://assets.coingecko.com/coins/images/69/large/monero_logo.png?1547033729,145.3,2638420983,27,,64150771.0,149.64,143.56,-4.001094737073629,-2.67994,-71149150.81197214,-2.62585,18147820.3764146,,,542.33,-73.18417,2018-01-09T00:00:00.000Z,0.216177,67173.25695,2015-01-14T00:00:00.000Z,,2023-08-23T03:38:43.797Z
okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1642471050,43.22,2593536374,28,12967681871.0,2361724.0,43.31,42.1,0.092301,0.21401,-831609.7038755417,-0.03205,60000000.0,235957685.3,300000000.0,58.66,-26.17215,2023-02-18T01:21:37.582Z,0.580608,7358.80308,2019-01-14T00:00:00.000Z,,2023-08-23T03:38:38.636Z
ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,15.6,2226753763,29,3289045000.0,76086896.0,15.79,15.09,-0.12053474216641114,-0.76651,-19543983.399178505,-0.87005,142648403.375261,210700000.0,210700000.0,167.09,-90.63855,2021-05-06T18:34:22.133Z,0.615038,2443.19533,2016-07-25T00:00:00.000Z,"{'times': 33.67677946354982, 'currency': 'usd', 'percentage': 3367.6779463549824}",2023-08-23T03:38:37.499Z
cosmos,atom,Cosmos Hub,https://assets.coingecko.com/coins/images/1481/large/cosmos_hub.png?1555657960,7.36,2154986689,30,,124064002.0,7.49,7.14,-0.09865247456327264,-1.32202,-31771188.81471491,-1.45289,292586163.827428,,,44.45,-83.40389,2022-01-17T00:34:41.497Z,1.16,535.88525,2020-03-13T02:27:44.591Z,"{'times': 72.63627341707458, 'currency': 'usd', 'percentage': 7263.627341707458}",2023-08-23T03:38:37.670Z
hedera-hashgraph,hbar,Hedera,https://assets.coingecko.com/coins/images/3688/large/hbar.png?1637045634,0.059025,1953857959,31,2952942522.0,80266020.0,0.063578,0.057612,-0.002853361436864897,-4.61124,-81982059.34946012,-4.02694,33083237217.6115,50000000000.0,50000000000.0,0.569229,-89.57775,2021-09-15T10:40:28.318Z,0.00986111,501.62029,2020-01-02T17:30:24.852Z,,2023-08-23T03:38:36.102Z
internet-computer,icp,Internet Computer,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1620703073,3.44,1513259401,32,1607592569.0,24442472.0,3.52,3.3,-0.06740893153548466,-1.92456,-34985912.92311525,-2.25971,441680355.730472,503978463.600546,469213710.0,700.65,-99.51048,2021-05-10T16:05:53.653Z,3.3,3.79979,2023-08-22T20:06:17.794Z,,2023-08-23T03:38:38.769Z
filecoin,fil,Filecoin,https://assets.coingecko.com/coins/images/12817/large/filecoin.png?1602753933,3.4,1504393460,33,6661052602.0,84662998.0,3.41,3.28,-0.004739218923711431,-0.13936,-3839197.1354670525,-0.25455,442998022.0,1961476971.0,1961476971.0,236.84,-98.56566,2021-04-01T13:29:41.564Z,2.64,28.63106,2022-12-16T22:45:28.552Z,,2023-08-23T03:38:41.544Z
quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,100.26,1459877089,34,1466734417.0,15095294.0,100.59,98.03,0.53645,0.53793,7020231.0,0.4832,14544176.164091088,14612493.0,14612493.0,427.42,-76.50653,2021-09-11T09:15:00.668Z,0.215773,46437.88039,2018-08-23T00:00:00.000Z,"{'times': 25.405175902360686, 'currency': 'eth', 'percentage': 2540.5175902360684}",2023-08-23T03:38:41.564Z
lido-dao,ldo,Lido DAO,https://assets.coingecko.com/coins/images/13573/large/Lido_DAO.png?1609873644,1.63,1438330153,35,1635967016.0,69546253.0,1.65,1.56,0.00881911,0.54297,9594686.0,0.67155,879192635.52249,1000000000.0,1000000000.0,7.3,-77.58698,2021-08-20T08:35:20.158Z,0.40615,303.00267,2022-06-18T20:55:12.035Z,,2023-08-23T03:38:41.816Z
mantle,mnt,Mantle,https://assets.coingecko.com/coins/images/30980/large/token-logo.png?1689320029,0.421245,1362896932,36,2620682281.0,10929640.0,0.424717,0.419176,-0.001805600847983924,-0.4268,-6999471.423846006,-0.51095,3234382070.76314,6219316794.99,6219316794.99,0.600075,-29.80056,2023-07-20T22:39:30.228Z,0.419176,0.49467,2023-08-22T22:30:52.502Z,,2023-08-23T03:38:18.331Z
crypto-com-chain,cro,Cronos,https://assets.coingecko.com/coins/images/7310/large/cro_token_logo.png?1669699773,0.051435,1350091580,37,1544233647.0,4698190.0,0.052328,0.050995,-0.000622616724854357,-1.19601,-16823195.33053422,-1.23074,26228380316.3717,30000000000.0,,0.965407,-94.66506,2021-11-24T15:53:54.855Z,0.0121196,324.96386,2019-02-08T00:00:00.000Z,,2023-08-23T03:38:36.952Z
aptos,apt,Aptos,https://assets.coingecko.com/coins/images/26455/large/aptos_round.png?1666839629,5.89,1334131265,38,6185193052.0,74682538.0,5.95,5.64,-0.04592842138598918,-0.77383,-12845451.242568254,-0.95365,226766687.039947,1051317643.28824,,19.92,-70.41959,2023-01-26T14:25:17.390Z,3.08,91.32877,2022-12-29T21:35:14.796Z,,2023-08-23T03:38:40.085Z
arbitrum,arb,Arbitrum,https://assets.coingecko.com/coins/images/16547/large/photo_2023-03-29_21.47.00.jpeg?1680097630,0.981493,1253099185,39,9828228902.0,172783103.0,1.004,0.944166,-0.012802976348645249,-1.28764,-15112227.880631447,-1.19162,1275000000.0,10000000000.0,10000000000.0,8.67,-88.65397,2023-03-23T13:10:03.106Z,0.912886,7.79777,2023-06-15T07:25:14.752Z,,2023-08-23T03:38:43.762Z
vechain,vet,VeChain,https://assets.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1680067517,0.01607456,1168464932,40,1393403641.0,27385239.0,0.01616494,0.01560389,3.398e-05,0.21182,2479515.0,0.21265,72714516834.0,85985041177.0,86712634466.0,0.280991,-94.27573,2021-04-19T01:08:21.675Z,0.00191713,738.99714,2020-03-13T02:29:59.652Z,"{'times': 2.445814059862879, 'currency': 'eth', 'percentage': 244.58140598628788}",2023-08-23T03:38:42.957Z
optimism,op,Optimism,https://assets.coingecko.com/coins/images/25244/large/Optimism.png?1660904599,1.58,1135213372,41,6802907369.0,147545512.0,1.59,1.5,0.056449,3.70068,42934011.0,3.93068,716708907.0,4294967296.0,4294967296.0,3.22,-50.83924,2023-02-24T20:20:00.509Z,0.402159,294.00911,2022-06-18T20:54:52.178Z,,2023-08-23T03:38:39.669Z
near,near,NEAR Protocol,https://assets.coingecko.com/coins/images/10365/large/near.jpg?1683515160,1.15,1082463191,42,1149512511.0,77082280.0,1.17,1.098,0.01917828,1.69635,14847579.0,1.39072,941671517.686093,1000000000.0,,20.44,-94.36923,2022-01-16T22:09:45.873Z,0.526762,118.47095,2020-11-04T16:09:15.137Z,,2023-08-23T03:38:40.097Z
maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,1031.54,930895807,43,1038584316.0,70667966.0,1116.21,1002.91,-70.75517376883045,-6.41887,-61994258.17478669,-6.24382,901310.9472893132,977631.036950888,1005577.0,6292.31,-83.56526,2021-05-03T21:54:29.333Z,168.36,514.24344,2020-03-16T20:52:36.527Z,,2023-08-23T03:38:40.901Z
rocket-pool-eth,reth,Rocket Pool ETH,https://assets.coingecko.com/coins/images/20764/large/reth.png?1637652366,1782.92,895118950,44,895118950.0,12465066.0,1819.75,1751.37,-30.01540035413177,-1.65562,-16013880.615555406,-1.75758,502516.212487985,502516.212487985,,4814.31,-62.93491,2021-12-01T08:03:50.749Z,887.26,101.11597,2022-06-18T20:55:45.957Z,,2023-08-23T03:38:34.794Z
the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,0.090514,828652439,45,904690045.0,32036197.0,0.092204,0.087019,-0.001483760085202679,-1.61282,-14740652.729224205,-1.74778,9159517606.66747,10000000000.0,,2.84,-96.80919,2021-02-12T07:28:45.775Z,0.052051,74.18867,2022-11-22T10:05:03.503Z,,2023-08-23T03:38:38.510Z
kaspa,kas,Kaspa,https://assets.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1653891958,0.04043456,820408836,46,1160804865.0,12726147.0,0.04287494,0.03880543,-0.001834561299925715,-4.34019,-37277258.004915595,-4.34626,20286818006.918,20286733278.1952,28704026601.0,0.051714,-21.92612,2023-08-06T12:10:40.416Z,0.00017105,23504.35297,2022-05-26T14:42:59.316Z,,2023-08-23T03:38:44.062Z
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,55.62,807096317,47,889211547.0,72098362.0,55.61,52.8,0.478913,0.86856,5197508.0,0.64815,14522462.19364404,16000000.0,16000000.0,661.69,-91.60186,2021-05-18T21:19:59.514Z,26.02,113.53931,2020-11-05T09:20:11.928Z,,2023-08-23T03:38:40.240Z
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/FRAX_icon.png?1679886922,0.99927,806000737,48,806000737.0,5550194.0,1.005,0.994297,0.00098323,0.09849,288235.0,0.03577,806723780.559441,806723780.559441,,1.14,-12.33825,2021-02-07T12:55:35.766Z,0.874536,14.31651,2023-03-11T07:50:39.316Z,,2023-08-23T03:38:32.167Z
whitebit,wbt,WhiteBIT Coin,https://assets.coingecko.com/coins/images/27045/large/wbt_token.png?1667923752,5.37,774188600,49,2148755387.0,8823588.0,5.4,5.31,0.064296,1.21142,9033778.0,1.18065,144118517.10815412,368493247.0,400000000.0,14.64,-63.30556,2022-10-28T12:32:18.119Z,3.06,75.51464,2023-02-13T19:01:21.899Z,,2023-08-23T03:38:21.886Z
algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1547039725,0.096743,756965211,50,967099082.0,30106791.0,0.097768,0.093548,0.00048577,0.50466,1595077.0,0.21116,7827173298.74385,7827173303.06885,10000000000.0,3.56,-97.27978,2019-06-20T14:51:19.480Z,0.090561,6.96787,2023-08-17T21:51:08.443Z,"{'times': -0.9596902601824463, 'currency': 'usd', 'percentage': -95.96902601824463}",2023-08-23T03:38:39.211Z
xdce-crowd-sale,xdc,XDC Network,https://assets.coingecko.com/coins/images/2912/large/xdc-icon.png?1633700890,0.054058,748456918,51,2044666618.0,12441623.0,0.055816,0.052783,-0.001179598895653507,-2.13549,-16561017.39328885,-2.16479,13858069966.05,37858068190.05,,0.192754,-71.98576,2021-08-21T04:39:48.324Z,0.00039532,13559.53297,2019-07-22T00:00:00.000Z,"{'times': 3.4027973707129986, 'currency': 'eth', 'percentage': 340.27973707129985}",2023-08-23T03:38:41.172Z
usdd,usdd,USDD,https://assets.coingecko.com/coins/images/25380/large/UUSD.jpg?1651823371,0.997902,723668189,52,,26408669.0,1.002,0.992974,0.00069674,0.06987,-200490.59420454502,-0.0277,725333022.705441,,,1.044,-4.47576,2022-11-09T09:56:06.131Z,0.928067,7.44792,2022-06-19T16:15:11.558Z,,2023-08-23T03:38:35.448Z
elrond-erd-2,egld,MultiversX,https://assets.coingecko.com/coins/images/12335/large/egld-token-logo.png?1673490885,26.14,676267465,53,821337227.0,18740756.0,26.67,25.44,-0.37310326600521293,-1.40719,-10692628.220284343,-1.55651,25867047.0,25872199.0,31415926.0,545.64,-95.19544,2021-11-23T10:33:26.737Z,6.51,302.90355,2020-10-07T01:44:53.554Z,,2023-08-23T03:38:40.410Z
havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,2.08,670271326,54,671777587.0,23264870.0,2.11,2.01,0.01031227,0.49794,1596267.0,0.23872,322131898.13952357,322855806.088774,322855806.088774,28.53,-92.70177,2021-02-14T01:12:38.505Z,0.0347864,5886.10846,2019-01-06T00:00:00.000Z,"{'times': 3.162577015138264, 'currency': 'usd', 'percentage': 316.2577015138264}",2023-08-23T03:38:40.941Z
the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,0.323632,665933570,55,970780755.0,47027201.0,0.32639,0.313452,-0.000762405220654128,-0.23502,-2662641.0277695656,-0.39824,2057931926.2233226,3000000000.0,3000000000.0,8.4,-96.13768,2021-11-25T06:04:40.957Z,0.02897764,1019.17824,2020-11-04T15:59:14.441Z,,2023-08-23T03:38:40.789Z
blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,0.467187,653383421,56,848524350.0,8544135.0,0.474195,0.451487,-0.004256290680359321,-0.90282,-7512508.886298895,-1.13672,1399902146.3546,1818000000.0,1818000000.0,3.39,-86.21871,2021-12-01T01:32:34.725Z,0.04559639,924.50121,2020-03-13T02:29:26.415Z,"{'times': 2.8932240997892418, 'currency': 'usd', 'percentage': 289.32240997892416}",2023-08-23T03:38:37.129Z
tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,0.69372,652973290,57,,17906061.0,0.694995,0.663298,-0.000182131227624116,-0.02625,-224927.58965849876,-0.03443,941589352.824645,,,9.12,-92.39175,2021-10-04T00:41:18.025Z,0.350476,97.89452,2018-12-07T00:00:00.000Z,"{'times': 0.4760004496140347, 'currency': 'usd', 'percentage': 47.60004496140347}",2023-08-23T03:38:39.220Z
eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,0.578467,646279068,58,,99341674.0,0.581864,0.55856,-0.000563898457749068,-0.09739,-1735120.593994975,-0.26776,1117612238.6238,,,22.71,-97.45254,2018-04-29T07:50:33.540Z,0.5024,15.15955,2017-10-23T00:00:00.000Z,"{'times': -0.41568999575268917, 'currency': 'usd', 'percentage': -41.56899957526892}",2023-08-23T03:38:34.890Z
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,4.88,638954599,59,1316610192.0,19436259.0,4.94,4.72,-0.001530164952616708,-0.03137,-1745983.051437974,-0.27251,131031753.30627233,270000000.0,270000000.0,164.9,-97.03756,2021-11-06T19:29:29.482Z,0.123718,3848.49384,2020-11-06T08:05:43.662Z,,2023-08-23T03:38:36.134Z
immutable-x,imx,ImmutableX,https://assets.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1665110648,0.567863,638415111,60,1136585882.0,20431534.0,0.600315,0.557242,-0.028905571338098787,-4.84368,-32985034.741309047,-4.91287,1123390886.9500241,2000000000.0,2000000000.0,9.52,-94.01219,2021-11-26T01:03:01.536Z,0.378055,50.78122,2022-12-31T07:36:37.649Z,,2023-08-23T03:38:39.496Z
theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,0.62332,622974061,61,622974061.0,7865196.0,0.62494,0.599019,0.00464102,0.75015,3120835.0,0.50348,1000000000.0,1000000000.0,1000000000.0,15.72,-96.03324,2021-04-16T13:15:11.190Z,0.04039979,1443.48082,2020-03-13T02:24:16.483Z,"{'times': 3.155467898801519, 'currency': 'usd', 'percentage': 315.5467898801519}",2023-08-23T03:38:40.578Z
injective-protocol,inj,Injective,https://assets.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1628233237,7.36,615839704,62,735282215.0,32253237.0,7.48,7.1,-0.06918252010985348,-0.93148,-7549580.824068427,-1.21105,83755555.66,100000000.0,100000000.0,24.89,-70.44184,2021-04-30T00:33:02.969Z,0.657401,1019.10219,2020-11-03T16:19:30.576Z,,2023-08-23T03:38:40.008Z
bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1690515455,0.42067,588777024,63,841109433.0,10898303.0,0.423836,0.419738,-0.002197107666405351,-0.51957,-3157057.32478559,-0.53335,1400001000.0,2000000000.0,2000000000.0,0.515471,-18.43985,2023-02-16T08:52:49.445Z,0.0142795,2844.21395,2020-06-25T04:17:05.895Z,,2023-08-23T03:38:43.427Z
bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,30.42,586363919,64,639135955.0,17122975.0,30.93,30.04,-0.32363325889540207,-1.0527,-6414947.7052464485,-1.08218,19266076.644239,21000000.0,21000000.0,489.75,-93.78096,2021-04-16T17:09:04.630Z,21.43,42.09494,2023-06-10T04:32:12.266Z,,2023-08-23T03:38:35.377Z
fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom_round.png?1669652346,0.201378,564528641,65,639544586.0,67074790.0,0.20403,0.193837,-0.0015998536830793,-0.78819,-6473048.597658396,-1.13363,2802585581.90107,3175000000.0,3175000000.0,3.46,-94.16819,2021-10-28T05:19:39.845Z,0.00190227,10502.98569,2020-03-13T02:25:38.280Z,"{'times': 5.712600161028426, 'currency': 'usd', 'percentage': 571.2600161028427}",2023-08-23T03:38:37.448Z
